gene_name	gene_biotype	gene_id
LCE2D	protein_coding	ENSG00000187223
LCE2B	protein_coding	ENSG00000159455
LCE2A	protein_coding	ENSG00000187173
PRAMEF15	protein_coding	ENSG00000204501
PRAMEF14	protein_coding	ENSG00000204481
PRAMEF17	protein_coding	ENSG00000204479
EPHX4	protein_coding	ENSG00000172031
FNDC10	protein_coding	ENSG00000228594
MMP23B	protein_coding	ENSG00000189409
SLC35E2B	protein_coding	ENSG00000189339
CDK11A	protein_coding	ENSG00000008128
NADK	protein_coding	ENSG00000008130
TMEM52	protein_coding	ENSG00000178821
CD1A	protein_coding	ENSG00000158477
CD1C	protein_coding	ENSG00000158481
CD1B	protein_coding	ENSG00000158485
CD1E	protein_coding	ENSG00000158488
OR10T2	protein_coding	ENSG00000186306
DR1	protein_coding	ENSG00000117505
MAPKAPK2	protein_coding	ENSG00000162889
IL24	protein_coding	ENSG00000162892
FCMR	protein_coding	ENSG00000162894
PIGR	protein_coding	ENSG00000162896
FCAMR	protein_coding	ENSG00000162897
C1orf116	protein_coding	ENSG00000182795
PRMT6	protein_coding	ENSG00000198890
SH3BGRL3	protein_coding	ENSG00000142669
CD52	protein_coding	ENSG00000169442
ZNF683	protein_coding	ENSG00000176083
TINAGL1	protein_coding	ENSG00000142910
PEF1	protein_coding	ENSG00000162517
ORC1	protein_coding	ENSG00000085840
SDE2	protein_coding	ENSG00000143751
H3-3A	protein_coding	ENSG00000163041
ACBD3	protein_coding	ENSG00000182827
MIXL1	protein_coding	ENSG00000185155
NVL	protein_coding	ENSG00000143748
CNIH4	protein_coding	ENSG00000143771
BMP8A	protein_coding	ENSG00000183682
HEYL	protein_coding	ENSG00000163909
HPCAL4	protein_coding	ENSG00000116983
PABPC4	protein_coding	ENSG00000090621
ECM1	protein_coding	ENSG00000143369
ENSA	protein_coding	ENSG00000143420
GOLPH3L	protein_coding	ENSG00000143457
HORMAD1	protein_coding	ENSG00000143452
MCL1	protein_coding	ENSG00000143384
WNT3A	protein_coding	ENSG00000154342
C1orf35	protein_coding	ENSG00000143793
MRPL55	protein_coding	ENSG00000162910
GJC2	protein_coding	ENSG00000198835
IBA57	protein_coding	ENSG00000181873
TRIM11	protein_coding	ENSG00000154370
TRIM17	protein_coding	ENSG00000162931
PPIH	protein_coding	ENSG00000171960
YBX1	protein_coding	ENSG00000065978
CLDN19	protein_coding	ENSG00000164007
P3H1	protein_coding	ENSG00000117385
STPG1	protein_coding	ENSG00000001460
NIPAL3	protein_coding	ENSG00000001461
RCAN3	protein_coding	ENSG00000117602
NCMAP	protein_coding	ENSG00000184454
ASH1L	protein_coding	ENSG00000116539
TXLNA	protein_coding	ENSG00000084652
IQCC	protein_coding	ENSG00000160051
FAM167B	protein_coding	ENSG00000183615
HDAC1	protein_coding	ENSG00000116478
MARCKSL1	protein_coding	ENSG00000175130
TSSK3	protein_coding	ENSG00000162526
SLC16A4	protein_coding	ENSG00000168679
LAMTOR5	protein_coding	ENSG00000134248
YTHDF2	protein_coding	ENSG00000198492
TMEM200B	protein_coding	ENSG00000253304
MECR	protein_coding	ENSG00000116353
HLX	protein_coding	ENSG00000136630
MARK1	protein_coding	ENSG00000116141
C1orf115	protein_coding	ENSG00000162817
DARS2	protein_coding	ENSG00000117593
RC3H1	protein_coding	ENSG00000135870
INKA2	protein_coding	ENSG00000197852
RAB7B	protein_coding	ENSG00000276600
F11R	protein_coding	ENSG00000158769
TSTD1	protein_coding	ENSG00000215845
USF1	protein_coding	ENSG00000158773
ARHGAP30	protein_coding	ENSG00000186517
NECTIN4	protein_coding	ENSG00000143217
KLHDC9	protein_coding	ENSG00000162755
PFDN2	protein_coding	ENSG00000143256
NIT1	protein_coding	ENSG00000158793
DEDD	protein_coding	ENSG00000158796
CTSE	protein_coding	ENSG00000196188
COQ8A	protein_coding	ENSG00000163050
AKIRIN1	protein_coding	ENSG00000174574
NDUFS5	protein_coding	ENSG00000168653
LRIF1	protein_coding	ENSG00000121931
DENND2D	protein_coding	ENSG00000162777
CHI3L2	protein_coding	ENSG00000064886
DRAM2	protein_coding	ENSG00000156171
SHE	protein_coding	ENSG00000169291
PLA2G2C	protein_coding	ENSG00000187980
ARNT	protein_coding	ENSG00000143437
PARP1	protein_coding	ENSG00000143799
NDUFS2	protein_coding	ENSG00000158864
PRDX1	protein_coding	ENSG00000117450
NASP	protein_coding	ENSG00000132780
CCDC17	protein_coding	ENSG00000159588
GPBP1L1	protein_coding	ENSG00000159592
TMEM69	protein_coding	ENSG00000159596
SLC39A1	protein_coding	ENSG00000143570
SERBP1	protein_coding	ENSG00000142864
MIER1	protein_coding	ENSG00000198160
SLC45A1	protein_coding	ENSG00000162426
KIF17	protein_coding	ENSG00000117245
ZNF669	protein_coding	ENSG00000188295
UCHL5	protein_coding	ENSG00000116750
SMIM1	protein_coding	ENSG00000235169
RNF19B	protein_coding	ENSG00000116514
GMEB1	protein_coding	ENSG00000162419
CC2D1B	protein_coding	ENSG00000154222
DAB1	protein_coding	ENSG00000173406
LRRC8B	protein_coding	ENSG00000197147
BTBD8	protein_coding	ENSG00000189195
ZC3H11A	protein_coding	ENSG00000058673
CAP1	protein_coding	ENSG00000131236
IFT25	protein_coding	ENSG00000081870
EPHB2	protein_coding	ENSG00000133216
TMCO1	protein_coding	ENSG00000143183
CDK11B	protein_coding	ENSG00000248333
ACOT11	protein_coding	ENSG00000162390
AKR1A1	protein_coding	ENSG00000117448
KCNT2	protein_coding	ENSG00000162687
CTSK	protein_coding	ENSG00000143387
HMGB4	protein_coding	ENSG00000176256
TRIM62	protein_coding	ENSG00000116525
CTSS	protein_coding	ENSG00000163131
LIN9	protein_coding	ENSG00000183814
PRAMEF27	protein_coding	ENSG00000274764
HNRNPCL2	protein_coding	ENSG00000275774
HNRNPCL4	protein_coding	ENSG00000179412
RBMXL1	protein_coding	ENSG00000213516
GBP3	protein_coding	ENSG00000117226
GBP1	protein_coding	ENSG00000117228
GBP2	protein_coding	ENSG00000162645
GBP7	protein_coding	ENSG00000213512
GBP4	protein_coding	ENSG00000162654
AHDC1	protein_coding	ENSG00000126705
FGR	protein_coding	ENSG00000000938
IFI6	protein_coding	ENSG00000126709
HNRNPCL3	protein_coding	ENSG00000277058
IFI44L	protein_coding	ENSG00000137959
CYB561D1	protein_coding	ENSG00000174151
AMIGO1	protein_coding	ENSG00000181754
GNAT2	protein_coding	ENSG00000134183
PTGS2	protein_coding	ENSG00000073756
DDAH1	protein_coding	ENSG00000153904
SLC16A1	protein_coding	ENSG00000155380
NGF	protein_coding	ENSG00000134259
NOC2L	protein_coding	ENSG00000188976
PLEKHN1	protein_coding	ENSG00000187583
HES4	protein_coding	ENSG00000188290
ISG15	protein_coding	ENSG00000187608
AGRN	protein_coding	ENSG00000188157
MRPL37	protein_coding	ENSG00000116221
SERPINC1	protein_coding	ENSG00000117601
COG2	protein_coding	ENSG00000135775
CAPN9	protein_coding	ENSG00000135773
C1orf198	protein_coding	ENSG00000119280
IFI44	protein_coding	ENSG00000137965
TDRD10	protein_coding	ENSG00000163239
UBE2Q1	protein_coding	ENSG00000160714
ADAR	protein_coding	ENSG00000160710
TEX38	protein_coding	ENSG00000186118
EFCAB14	protein_coding	ENSG00000159658
PSEN2	protein_coding	ENSG00000143801
FCRLA	protein_coding	ENSG00000132185
DUSP12	protein_coding	ENSG00000081721
TRAF5	protein_coding	ENSG00000082512
SLC30A1	protein_coding	ENSG00000170385
RD3	protein_coding	ENSG00000198570
ATF6	protein_coding	ENSG00000118217
RABGGTB	protein_coding	ENSG00000137955
MSH4	protein_coding	ENSG00000057468
DENND1B	protein_coding	ENSG00000213047
CRB1	protein_coding	ENSG00000134376
MPL	protein_coding	ENSG00000117400
CDC20	protein_coding	ENSG00000117399
ELOVL1	protein_coding	ENSG00000066322
MED8	protein_coding	ENSG00000159479
AMPD2	protein_coding	ENSG00000116337
ASPM	protein_coding	ENSG00000066279
AKT3	protein_coding	ENSG00000117020
C1orf174	protein_coding	ENSG00000198912
IQGAP3	protein_coding	ENSG00000183856
NAXE	protein_coding	ENSG00000163382
HAPLN2	protein_coding	ENSG00000132702
BCAN	protein_coding	ENSG00000132692
NES	protein_coding	ENSG00000132688
CRABP2	protein_coding	ENSG00000143320
ISG20L2	protein_coding	ENSG00000143319
METTL25B	protein_coding	ENSG00000143303
MRPL24	protein_coding	ENSG00000143314
PRCC	protein_coding	ENSG00000143294
SH2D2A	protein_coding	ENSG00000027869
RNF11	protein_coding	ENSG00000123091
RNF223	protein_coding	ENSG00000237330
C1orf159	protein_coding	ENSG00000131591
TTC39A	protein_coding	ENSG00000085831
SAMD11	protein_coding	ENSG00000187634
MFSD14A	protein_coding	ENSG00000156875
SASS6	protein_coding	ENSG00000156876
DBT	protein_coding	ENSG00000137992
RTCA	protein_coding	ENSG00000137996
BRDT	protein_coding	ENSG00000137948
KHDRBS1	protein_coding	ENSG00000121774
TMEM39B	protein_coding	ENSG00000121775
KPNA6	protein_coding	ENSG00000025800
CCDC28B	protein_coding	ENSG00000160050
DDX20	protein_coding	ENSG00000064703
RPL5	protein_coding	ENSG00000122406
DIPK1A	protein_coding	ENSG00000154511
MTF2	protein_coding	ENSG00000143033
SH2D5	protein_coding	ENSG00000189410
ECE1	protein_coding	ENSG00000117298
SUSD4	protein_coding	ENSG00000143502
CCDC185	protein_coding	ENSG00000178395
LRRIQ3	protein_coding	ENSG00000162620
TNNI3K	protein_coding	ENSG00000116783
LRRC53	protein_coding	ENSG00000162621
ERICH3	protein_coding	ENSG00000178965
CRYZ	protein_coding	ENSG00000116791
TYW3	protein_coding	ENSG00000162623
FPGT-TNNI3K	protein_coding	ENSG00000259030
OBSCN	protein_coding	ENSG00000154358
H3C13	protein_coding	ENSG00000183598
H2AC20	protein_coding	ENSG00000184260
H2AC21	protein_coding	ENSG00000184270
BOLA1	protein_coding	ENSG00000178096
SV2A	protein_coding	ENSG00000159164
SF3B4	protein_coding	ENSG00000143368
FCGR1A	protein_coding	ENSG00000150337
GPR25	protein_coding	ENSG00000170128
KIF21B	protein_coding	ENSG00000116852
TMEM9	protein_coding	ENSG00000116857
IGFN1	protein_coding	ENSG00000163395
CACNA1S	protein_coding	ENSG00000081248
SAMD13	protein_coding	ENSG00000203943
TMEM81	protein_coding	ENSG00000174529
MTR	protein_coding	ENSG00000116984
SRP9	protein_coding	ENSG00000143742
TMEM63A	protein_coding	ENSG00000196187
LEFTY1	protein_coding	ENSG00000243709
LEFTY2	protein_coding	ENSG00000143768
EPHX1	protein_coding	ENSG00000143819
SRM	protein_coding	ENSG00000116649
EXOSC10	protein_coding	ENSG00000171824
SYF2	protein_coding	ENSG00000117614
RSRP1	protein_coding	ENSG00000117616
RHD	protein_coding	ENSG00000187010
TMEM50A	protein_coding	ENSG00000183726
MACO1	protein_coding	ENSG00000204178
TSEN15	protein_coding	ENSG00000198860
LRRC71	protein_coding	ENSG00000160838
FMN2	protein_coding	ENSG00000155816
GREM2	protein_coding	ENSG00000180875
ADAMTSL4	protein_coding	ENSG00000143382
PTP4A2	protein_coding	ENSG00000184007
ZFYVE9	protein_coding	ENSG00000157077
PDPN	protein_coding	ENSG00000162493
TMCO4	protein_coding	ENSG00000162542
HYI	protein_coding	ENSG00000178922
ADGRB2	protein_coding	ENSG00000121753
NTNG1	protein_coding	ENSG00000162631
YY1AP1	protein_coding	ENSG00000163374
ANKRD65	protein_coding	ENSG00000235098
SNAP47	protein_coding	ENSG00000143740
B4GALT2	protein_coding	ENSG00000117411
OLFML2B	protein_coding	ENSG00000162745
TTC24	protein_coding	ENSG00000187862
IL20	protein_coding	ENSG00000162891
DNASE2B	protein_coding	ENSG00000137976
OR2L2	protein_coding	ENSG00000203663
OR2L3	protein_coding	ENSG00000198128
OR2M4	protein_coding	ENSG00000171180
TNFRSF14	protein_coding	ENSG00000157873
PRAMEF9	protein_coding	ENSG00000204505
OR2T35	protein_coding	ENSG00000177151
OR10K2	protein_coding	ENSG00000180708
IRF2BP2	protein_coding	ENSG00000168264
RBM15	protein_coding	ENSG00000162775
JMJD4	protein_coding	ENSG00000081692
KLHDC7A	protein_coding	ENSG00000179023
MTX1	protein_coding	ENSG00000173171
ARL8A	protein_coding	ENSG00000143862
GPR37L1	protein_coding	ENSG00000170075
SNX27	protein_coding	ENSG00000143376
CELF3	protein_coding	ENSG00000159409
RIIAD1	protein_coding	ENSG00000178796
MRPL9	protein_coding	ENSG00000143436
OAZ3	protein_coding	ENSG00000143450
LINGO4	protein_coding	ENSG00000213171
THEM5	protein_coding	ENSG00000196407
THEM4	protein_coding	ENSG00000159445
S100A10	protein_coding	ENSG00000197747
STIL	protein_coding	ENSG00000123473
C1orf68	protein_coding	ENSG00000198854
LCE1F	protein_coding	ENSG00000240386
LCE1E	protein_coding	ENSG00000186226
LCE1D	protein_coding	ENSG00000172155
NCDN	protein_coding	ENSG00000020129
TFAP2E	protein_coding	ENSG00000116819
AMY1A	protein_coding	ENSG00000237763
AMY1B	protein_coding	ENSG00000174876
AMY1C	protein_coding	ENSG00000187733
HPDL	protein_coding	ENSG00000186603
OR2L5	protein_coding	ENSG00000197454
MAN1C1	protein_coding	ENSG00000117643
SELENON	protein_coding	ENSG00000162430
MAB21L3	protein_coding	ENSG00000173212
NFASC	protein_coding	ENSG00000163531
CNTN2	protein_coding	ENSG00000184144
SYPL2	protein_coding	ENSG00000143028
CCSAP	protein_coding	ENSG00000154429
ACTA1	protein_coding	ENSG00000143632
ZFP69	protein_coding	ENSG00000187815
ZNF684	protein_coding	ENSG00000117010
TRNAU1AP	protein_coding	ENSG00000180098
RAB42	protein_coding	ENSG00000188060
AMY2A	protein_coding	ENSG00000243480
CDK18	protein_coding	ENSG00000117266
GOLT1A	protein_coding	ENSG00000174567
PLEKHA6	protein_coding	ENSG00000143850
ZMYM1	protein_coding	ENSG00000197056
C1orf146	protein_coding	ENSG00000203910
GLMN	protein_coding	ENSG00000174842
RPAP2	protein_coding	ENSG00000122484
OR10X1	protein_coding	ENSG00000279111
OR2T27	protein_coding	ENSG00000187701
OR6K3	protein_coding	ENSG00000203757
MNDA	protein_coding	ENSG00000163563
OR10J3	protein_coding	ENSG00000196266
OR14A16	protein_coding	ENSG00000196772
OR11L1	protein_coding	ENSG00000197591
TRIM58	protein_coding	ENSG00000162722
OR2W3	protein_coding	ENSG00000238243
OR2AJ1	protein_coding	ENSG00000177275
OR2L8	protein_coding	ENSG00000279263
OR6Y1	protein_coding	ENSG00000197532
ZSCAN20	protein_coding	ENSG00000121903
OR2T6	protein_coding	ENSG00000198104
OR2M5	protein_coding	ENSG00000162727
OR2M2	protein_coding	ENSG00000198601
MYOC	protein_coding	ENSG00000034971
GABRD	protein_coding	ENSG00000187730
ZBTB17	protein_coding	ENSG00000116809
SRARP	protein_coding	ENSG00000183888
HSPB7	protein_coding	ENSG00000173641
CLCNKA	protein_coding	ENSG00000186510
FAM131C	protein_coding	ENSG00000185519
OR2T8	protein_coding	ENSG00000177462
EFHD2	protein_coding	ENSG00000142634
CTRC	protein_coding	ENSG00000162438
OR6F1	protein_coding	ENSG00000169214
OR14K1	protein_coding	ENSG00000153230
OR9H1P	protein_coding	ENSG00000228336
OR10K1	protein_coding	ENSG00000173285
OR2T12	protein_coding	ENSG00000177201
OR2T33	protein_coding	ENSG00000177212
ZBTB8A	protein_coding	ENSG00000160062
ZBTB8OS	protein_coding	ENSG00000176261
NRAS	protein_coding	ENSG00000213281
SIKE1	protein_coding	ENSG00000052723
OR2T29	protein_coding	ENSG00000182783
OR4F5	protein_coding	ENSG00000186092
OR2G6	protein_coding	ENSG00000188558
OR2T2	protein_coding	ENSG00000196240
OR13G1	protein_coding	ENSG00000197437
OR1C1	protein_coding	ENSG00000221888
OR2M3	protein_coding	ENSG00000228198
OR2T10	protein_coding	ENSG00000184022
OR6N1	protein_coding	ENSG00000197403
OR2T11	protein_coding	ENSG00000279301
OR10Z1	protein_coding	ENSG00000198967
SPTA1	protein_coding	ENSG00000163554
ZRANB2	protein_coding	ENSG00000132485
CERS2	protein_coding	ENSG00000143418
ANXA9	protein_coding	ENSG00000143412
PRUNE1	protein_coding	ENSG00000143363
BNIPL	protein_coding	ENSG00000163141
C1orf56	protein_coding	ENSG00000143443
CDC42SE1	protein_coding	ENSG00000197622
MLLT11	protein_coding	ENSG00000213190
IER5	protein_coding	ENSG00000162783
SLC25A44	protein_coding	ENSG00000160785
FH	protein_coding	ENSG00000091483
KMO	protein_coding	ENSG00000117009
OPN3	protein_coding	ENSG00000054277
CHML	protein_coding	ENSG00000203668
ATAD3A	protein_coding	ENSG00000197785
SSU72	protein_coding	ENSG00000160075
MIB2	protein_coding	ENSG00000197530
BCL9	protein_coding	ENSG00000116128
EXO1	protein_coding	ENSG00000174371
BECN2	protein_coding	ENSG00000196289
MAP1LC3C	protein_coding	ENSG00000197769
WDR64	protein_coding	ENSG00000162843
DYNLT5	protein_coding	ENSG00000152760
DNAI4	protein_coding	ENSG00000152763
SGIP1	protein_coding	ENSG00000118473
LBR	protein_coding	ENSG00000143815
DNAH14	protein_coding	ENSG00000185842
DCDC2B	protein_coding	ENSG00000222046
DYRK3	protein_coding	ENSG00000143479
TNFSF18	protein_coding	ENSG00000120337
MAP10	protein_coding	ENSG00000212916
PLPPR4	protein_coding	ENSG00000117600
TRIM67	protein_coding	ENSG00000119283
FPGT	protein_coding	ENSG00000254685
LEXM	protein_coding	ENSG00000162398
RPRD2	protein_coding	ENSG00000163125
OR2T4	protein_coding	ENSG00000196944
INSL5	protein_coding	ENSG00000172410
ZNF124	protein_coding	ENSG00000196418
OR6P1	protein_coding	ENSG00000186440
NBPF4	protein_coding	ENSG00000196427
FAM72C	protein_coding	ENSG00000263513
SLC2A7	protein_coding	ENSG00000197241
OR6K2	protein_coding	ENSG00000196171
LCE4A	protein_coding	ENSG00000187170
ACTRT2	protein_coding	ENSG00000169717
LDLRAD2	protein_coding	ENSG00000187942
HSPG2	protein_coding	ENSG00000142798
CELA3B	protein_coding	ENSG00000219073
CELA3A	protein_coding	ENSG00000142789
WNT4	protein_coding	ENSG00000162552
RHEX	protein_coding	ENSG00000263961
AVPR1B	protein_coding	ENSG00000198049
FAM72A	protein_coding	ENSG00000196550
SRGAP2	protein_coding	ENSG00000266028
IKBKE	protein_coding	ENSG00000263528
RASSF5	protein_coding	ENSG00000266094
EIF2D	protein_coding	ENSG00000143486
CROCC	protein_coding	ENSG00000058453
VASH2	protein_coding	ENSG00000143494
CYB5RL	protein_coding	ENSG00000215883
ATXN7L2	protein_coding	ENSG00000162650
CENPL	protein_coding	ENSG00000120334
ZNF496	protein_coding	ENSG00000162714
RABGAP1L	protein_coding	ENSG00000152061
AMPD1	protein_coding	ENSG00000116748
UBE2U	protein_coding	ENSG00000177414
CD101	protein_coding	ENSG00000134256
LCE1C	protein_coding	ENSG00000197084
H3-7	protein_coding	ENSG00000273213
NPL	protein_coding	ENSG00000135838
RCC1	protein_coding	ENSG00000180198
CRNN	protein_coding	ENSG00000143536
LCE5A	protein_coding	ENSG00000186207
CRCT1	protein_coding	ENSG00000169509
LCE3E	protein_coding	ENSG00000185966
LCE3D	protein_coding	ENSG00000163202
TEKT2	protein_coding	ENSG00000092850
ADPRS	protein_coding	ENSG00000116863
COL8A2	protein_coding	ENSG00000171812
TRAPPC3	protein_coding	ENSG00000054116
MAP7D1	protein_coding	ENSG00000116871
ZNF362	protein_coding	ENSG00000160094
A3GALT2	protein_coding	ENSG00000184389
S100A6	protein_coding	ENSG00000197956
S100A4	protein_coding	ENSG00000196154
S100A3	protein_coding	ENSG00000188015
S100A2	protein_coding	ENSG00000196754
S100A16	protein_coding	ENSG00000188643
S100A14	protein_coding	ENSG00000189334
S100A13	protein_coding	ENSG00000189171
S100A1	protein_coding	ENSG00000160678
SNAPIN	protein_coding	ENSG00000143553
SH3D21	protein_coding	ENSG00000214193
STK40	protein_coding	ENSG00000196182
LSM10	protein_coding	ENSG00000181817
OSCP1	protein_coding	ENSG00000116885
MRPS15	protein_coding	ENSG00000116898
EVA1B	protein_coding	ENSG00000142694
ASCL5	protein_coding	ENSG00000232237
STX6	protein_coding	ENSG00000135823
MR1	protein_coding	ENSG00000153029
TMED5	protein_coding	ENSG00000117500
CCDC18	protein_coding	ENSG00000122483
TMEM269	protein_coding	ENSG00000274386
SVBP	protein_coding	ENSG00000177868
GORAB	protein_coding	ENSG00000120370
KDM1A	protein_coding	ENSG00000004487
LCE1B	protein_coding	ENSG00000196734
LCE1A	protein_coding	ENSG00000186844
LCE6A	protein_coding	ENSG00000235942
SMCP	protein_coding	ENSG00000163206
IVL	protein_coding	ENSG00000163207
SPRR4	protein_coding	ENSG00000184148
SPRR3	protein_coding	ENSG00000163209
SPRR1B	protein_coding	ENSG00000169469
SPRR2D	protein_coding	ENSG00000163216
SPRR2A	protein_coding	ENSG00000241794
SPRR2B	protein_coding	ENSG00000196805
SPRR2E	protein_coding	ENSG00000203785
SPRR2F	protein_coding	ENSG00000244094
SPRR2G	protein_coding	ENSG00000159516
CADM3	protein_coding	ENSG00000162706
OR10J1	protein_coding	ENSG00000196184
FCER1A	protein_coding	ENSG00000179639
MYOM3	protein_coding	ENSG00000142661
IL22RA1	protein_coding	ENSG00000142677
IFNLR1	protein_coding	ENSG00000185436
ELF3	protein_coding	ENSG00000163435
LGR6	protein_coding	ENSG00000133067
PTPN7	protein_coding	ENSG00000143851
SIPA1L2	protein_coding	ENSG00000116991
SRSF4	protein_coding	ENSG00000116350
MROH9	protein_coding	ENSG00000117501
FMO3	protein_coding	ENSG00000007933
FMO2	protein_coding	ENSG00000094963
PEAR1	protein_coding	ENSG00000187800
ARHGEF11	protein_coding	ENSG00000132694
ETV3L	protein_coding	ENSG00000253831
ETV3	protein_coding	ENSG00000117036
C1orf94	protein_coding	ENSG00000142698
CSMD2	protein_coding	ENSG00000121904
PMVK	protein_coding	ENSG00000163344
PBXIP1	protein_coding	ENSG00000163346
PYGO2	protein_coding	ENSG00000163348
SHC1	protein_coding	ENSG00000160691
CKS1B	protein_coding	ENSG00000173207
FLAD1	protein_coding	ENSG00000160688
ZBTB7B	protein_coding	ENSG00000160685
DCST2	protein_coding	ENSG00000163354
DCST1	protein_coding	ENSG00000163357
ADAM15	protein_coding	ENSG00000143537
MTMR11	protein_coding	ENSG00000014914
OTUD7B	protein_coding	ENSG00000264522
FAM72D	protein_coding	ENSG00000215784
ANKRD35	protein_coding	ENSG00000198483
